,level_0,index,24031_cum_per100k,24037_cum_per100k,24013_cum_per100k,24510_cum_per100k,24027_cum_per100k,24033_cum_per100k,24017_cum_per100k,24021_cum_per100k,24001_cum_per100k,24005_cum_per100k,24047_cum_per100k,24003_cum_per100k,24043_cum_per100k,24009_cum_per100k,24025_cum_per100k,24015_cum_per100k,24045_cum_per100k,24023_cum_per100k,24019_cum_per100k,24011_cum_per100k,24039_cum_per100k,24041_cum_per100k,24035_cum_per100k,24029_cum_per100k,24031_new_per100k,24037_new_per100k,24013_new_per100k,24510_new_per100k,24027_new_per100k,24033_new_per100k,24017_new_per100k,24021_new_per100k,24001_new_per100k,24005_new_per100k,24047_new_per100k,24003_new_per100k,24043_new_per100k,24009_new_per100k,24025_new_per100k,24015_new_per100k,24045_new_per100k,24023_new_per100k,24019_new_per100k,24011_new_per100k,24039_new_per100k,24041_new_per100k,24035_new_per100k,24029_new_per100k,day
96,106,5/7/20,32.835627702990806,7.047837194960796,32.0575611319881,25.105730509359887,8.29009180509073,35.63074669508329,31.239089288667564,26.970067078409688,17.041581458759374,20.426169670159663,5.738771137807024,19.16323972694973,4.634257757416467,11.888678735476898,8.61255632416096,12.639152204559815,12.547172542925807,0.0,6.263898023740174,0.0,0.0,2.689545735725236,15.879002004724004,41.190402636185766,1.1421087896692512,0.880979649370099,-0.593658539481261,1.5164535206995886,0.6140808744511643,1.4296287254200095,-0.6125311625228917,0.7705733450974144,0.0,0.725189455745312,0.0,0.5179253980256675,0.0,0.0,0.3914798329164082,0.0,1.9303342373732004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96
97,107,5/8/20,33.787385027715175,7.047837194960796,33.24487821095063,26.116699523159614,8.29009180509073,37.28031830133715,33.07668277623624,26.970067078409688,17.041581458759374,21.39308894448675,5.738771137807024,19.85380692431729,4.634257757416467,11.888678735476898,9.395515989993775,12.639152204559815,14.47750678029901,0.0,6.263898023740174,0.0,0.0,2.689545735725236,17.863877255314502,41.190402636185766,0.9517573247243689,0.0,1.1873170789625291,1.010969013799727,0.0,1.6495716062538577,1.8375934875686752,0.0,0.0,0.9669192743270862,0.0,0.6905671973675602,0.0,0.0,0.7829596658328146,0.0,1.9303342373732022,0.0,0.0,0.0,0.0,0.0,1.9848752505904983,0.0,97
98,108,5/9/20,35.119845282329294,7.047837194960796,34.432195289913146,27.464658208225917,8.904172679541896,38.38003270550638,32.46415161371335,27.74064042350711,17.041581458759374,22.36000821881383,7.651694850409365,20.199090523001068,5.296294579904535,11.888678735476898,9.786995822910182,12.639152204559815,14.47750678029901,0.0,6.263898023740174,0.0,0.0,2.689545735725236,17.863877255314502,51.48800329523221,1.3324602546141193,0.0,1.187317078962515,1.3479586850663026,0.6140808744511652,1.0997144041692337,-0.6125311625228917,0.7705733450974215,0.0,0.9669192743270827,1.9129237126023408,0.34528359868377834,0.6620368224880675,0.0,0.3914798329164064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.297600659046445,98
99,109,5/10/20,36.35712980447098,7.047837194960796,34.432195289913146,28.475627222025643,8.904172679541896,38.81991846717407,33.07668277623624,28.51121376860453,17.041581458759374,23.085197674559147,7.651694850409365,20.889657720368625,5.958331402392601,11.888678735476898,9.786995822910182,12.639152204559815,14.47750678029901,0.0,6.263898023740174,0.0,0.0,2.689545735725236,17.863877255314502,66.93440428380187,1.2372845221416853,0.0,0.0,1.010969013799727,0.0,0.4398857616676892,0.6125311625228917,0.7705733450974215,0.0,0.7251894557453156,0.0,0.6905671973675567,0.6620368224880666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.446400988569657,99
100,110,5/11/20,36.9281841993056,7.928816844330896,34.432195289913146,28.812616893292223,9.51825355399306,39.47974710967562,33.07668277623624,28.51121376860453,17.041581458759374,23.4477924024318,7.651694850409365,21.407583118394292,5.958331402392601,11.888678735476898,9.786995822910182,12.639152204559815,15.442673898985609,0.0,6.263898023740174,0.0,0.0,2.689545735725236,17.863877255314502,66.93440428380187,0.5710543948346185,0.8809796493700999,0.0,0.3369896712665792,0.6140808744511652,0.6598286425015516,0.0,0.0,0.0,0.36259472787265423,0.0,0.5179253980256675,0.0,0.0,0.0,0.0,0.9651671186865993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
101,111,5/12/20,38.7365231162819,7.928816844330896,35.61951236887567,29.992080742725236,10.746415302895391,41.01934727551255,33.68921393875914,29.667073786250658,18.46171324698932,24.656441495340662,7.651694850409365,21.925508516419963,5.958331402392601,14.050256687381788,10.569955488742997,14.583637159107482,15.442673898985609,0.0,6.263898023740174,0.0,0.0,2.689545735725236,17.863877255314502,66.93440428380187,1.8083389169763038,0.0,1.187317078962522,1.179463849433013,1.2281617489023304,1.53960016583693,0.6125311625228989,1.155860017646127,1.420131788229945,1.2086490929088605,0.0,0.5179253980256711,0.0,2.1615779519048903,0.7829596658328146,1.9444849545476668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
102,112,5/13/20,40.16415910336846,7.928816844330896,36.213170908356936,31.340039427791535,11.667536614572139,42.77889032218333,34.91427626380492,30.822933803896788,18.46171324698932,26.348550225413057,7.651694850409365,22.9613593124713,5.958331402392601,14.050256687381788,10.961435321659405,14.583637159107482,16.40784101767221,0.0,6.263898023740174,0.0,0.0,2.689545735725236,17.863877255314502,66.93440428380187,1.4276359870865605,0.0,0.5936585394812681,1.347958685066299,0.9211213116767478,1.7595430466707782,1.2250623250457835,1.1558600176461304,0.0,1.6921087300723947,0.0,1.035850796051335,0.0,0.0,0.3914798329164082,0.0,0.9651671186866029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102
103,113,5/14/20,41.591795090455015,7.928816844330896,36.80682944783819,32.35100844159126,12.281617489023303,43.76863328593564,36.139338588850705,32.36408049409163,18.46171324698932,26.952874771867485,9.564618563011708,23.306642911155077,5.958331402392601,14.050256687381788,12.527354653325034,16.528122113655147,16.40784101767221,0.0,6.263898023740174,0.0,0.0,2.689545735725236,17.863877255314502,72.0832046133251,1.4276359870865534,0.0,0.5936585394812539,1.010969013799727,0.6140808744511634,0.9897429637523132,1.2250623250457835,1.541146690194843,0.0,0.6043245464544285,1.9129237126023426,0.34528359868377834,0.0,0.0,1.5659193316656292,1.944484954547665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.148800329523226,103
104,114,5/15/20,42.73390388012426,7.928816844330896,37.99414652680071,32.35100844159126,12.281617489023303,45.4182048921895,37.364400913896496,33.90522718428647,18.46171324698932,28.282388774067222,9.564618563011708,23.479284710496966,5.958331402392601,14.050256687381788,12.527354653325034,16.528122113655147,18.338175255045414,0.0,6.263898023740174,0.0,0.0,2.689545735725236,17.863877255314502,72.0832046133251,1.1421087896692441,0.0,1.187317078962522,0.0,0.0,1.6495716062538577,1.2250623250457906,1.5411466901948359,0.0,1.329514002199737,0.0,0.17264179934188917,0.0,0.0,0.0,0.0,1.9303342373732022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104
105,115,5/16/20,43.87601266979351,8.809796493700995,39.18146360576324,33.69896712665757,13.202738800700052,46.188004975107965,37.97693207641939,34.290513856835176,18.46171324698932,29.00757822981254,9.564618563011708,24.342493707206412,5.958331402392601,14.050256687381788,12.918834486241442,16.528122113655147,19.30334237373201,0.0,6.263898023740174,0.0,0.0,2.689545735725236,17.863877255314502,72.0832046133251,1.1421087896692512,0.880979649370099,1.1873170789625291,1.3479586850663097,0.9211213116767496,0.769800082918465,0.6125311625228917,0.38528667254870896,0.0,0.7251894557453191,0.0,0.8632089967094458,0.0,0.0,0.3914798329164082,0.0,0.9651671186865975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105
106,116,5/17/20,45.20847292440762,9.690776143071094,39.775122145244495,34.204451633557426,13.202738800700052,47.17774793886028,37.97693207641939,34.67580052938389,18.46171324698932,30.216227322721394,11.477542275614049,24.5151355065483,5.296294579904535,14.050256687381788,13.31031431915785,16.528122113655147,20.268509492418612,0.0,6.263898023740174,0.0,0.0,2.689545735725236,19.848752505905004,72.0832046133251,1.3324602546141122,0.880979649370099,0.5936585394812539,0.5054845068998546,0.0,0.9897429637523132,0.0,0.38528667254871607,0.0,1.2086490929088534,1.9129237126023408,0.17264179934188917,-0.6620368224880666,0.0,0.3914798329164082,0.0,0.9651671186866011,0.0,0.0,0.0,0.0,0.0,1.9848752505905018,0.0,106
107,117,5/18/20,45.684351586769814,9.690776143071094,40.368780684725756,35.04692581172387,13.816819675151217,47.94754802177874,37.97693207641939,34.67580052938389,19.881845035219268,30.82055186917582,11.477542275614049,24.5151355065483,5.296294579904535,14.050256687381788,13.31031431915785,16.528122113655147,20.268509492418612,0.0,6.263898023740174,0.0,0.0,2.689545735725236,19.848752505905004,72.0832046133251,0.47587866236219156,0.0,0.593658539481261,0.8424741781664409,0.6140808744511652,0.769800082918465,0.0,0.0,1.4201317882299485,0.6043245464544249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107
108,118,5/19/20,47.87339343363587,10.571755792441195,40.96243922420702,35.383915482990446,15.044981424053546,48.93729098553105,38.58946323894228,34.67580052938389,19.881845035219268,31.787471143502906,11.477542275614049,25.033060904573972,5.296294579904535,14.050256687381788,13.701794152074255,17.500364590928978,20.268509492418612,0.0,6.263898023740174,0.0,3.9038101186758274,2.689545735725236,21.833627756495503,72.0832046133251,2.189041846866054,0.8809796493701008,0.593658539481261,0.3369896712665792,1.2281617489023287,0.9897429637523061,0.6125311625228917,0.0,0.0,0.9669192743270862,0.0,0.5179253980256711,0.0,0.0,0.39147983291640465,0.9722424772738307,0.0,0.0,0.0,0.0,3.9038101186758274,0.0,1.9848752505904983,0.0,108
109,119,5/20/20,49.015502223305106,10.571755792441195,42.149756303169546,36.22638966115689,15.352021861279132,49.81706250886645,39.20199440146517,35.83166054703002,19.881845035219268,33.479579873575304,15.30338970081873,25.033060904573972,5.958331402392601,15.131045663334234,15.267713483739886,19.44484954547664,20.268509492418612,0.0,6.263898023740174,0.0,3.9038101186758274,2.689545735725236,21.833627756495503,72.0832046133251,1.142108789669237,0.0,1.1873170789625291,0.8424741781664409,0.30704043722558616,0.8797715233353998,0.6125311625228917,1.155860017646127,0.0,1.6921087300723983,3.8258474252046817,0.0,0.6620368224880666,1.080788975952446,1.565919331665631,1.9444849545476615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109
110,120,5/21/20,50.2527867454468,11.452735441811294,41.556097763688285,36.73187416805675,15.044981424053546,51.24669123428646,39.81452556398806,36.21694721957873,19.881845035219268,34.567364057193274,15.30338970081873,25.37834450325775,6.620368224880667,16.211834639286682,15.659193316656294,19.44484954547664,21.233676611105214,0.0,6.263898023740174,0.0,3.9038101186758274,2.689545735725236,21.833627756495503,72.0832046133251,1.2372845221416924,0.880979649370099,-0.593658539481261,0.5054845068998617,-0.30704043722558616,1.4296287254200095,0.6125311625228917,0.38528667254870896,0.0,1.0877841836179698,0.0,0.34528359868377834,0.6620368224880657,1.0807889759524478,0.3914798329164082,0.0,0.9651671186866011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110
111,121,5/22/20,51.394895535116035,11.452735441811294,43.33707338213206,37.06886383932332,15.352021861279132,52.45637707887261,41.039587889033854,36.60223389212744,19.881845035219268,35.29255351293859,15.30338970081873,25.72362810194153,6.620368224880667,16.211834639286682,18.008072314154738,19.44484954547664,21.233676611105214,0.0,6.263898023740174,0.0,3.9038101186758274,2.689545735725236,23.818503007086004,77.23200494284832,1.142108789669237,0.0,1.780975618443776,0.3369896712665721,0.30704043722558616,1.2096858445861542,1.2250623250457906,0.38528667254870896,0.0,0.7251894557453156,0.0,0.34528359868377834,0.0,0.0,2.348878997498444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9848752505905018,5.148800329523226,111
112,122,5/23/20,52.34665285984041,12.333715091181395,45.11804900057585,38.58531736002291,15.966102735730296,53.226177161791085,42.264650214079644,36.987520564676146,19.881845035219268,36.138607877974785,15.30338970081873,25.896269901283418,6.620368224880667,16.211834639286682,18.008072314154738,19.44484954547664,21.233676611105214,0.0,6.263898023740174,0.0,3.9038101186758274,2.689545735725236,23.818503007086004,77.23200494284832,0.951757324724376,0.8809796493701008,1.7809756184437902,1.5164535206995922,0.6140808744511634,0.7698000829184721,1.2250623250457906,0.38528667254870896,0.0,0.8460543650361956,0.0,0.17264179934188917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
113,123,5/24/20,53.108058719619905,12.333715091181395,45.11804900057585,38.92230703128949,15.966102735730296,53.88600580429262,42.264650214079644,37.75809390977357,19.881845035219268,36.25947278726567,19.129237126023416,26.41419529930909,7.2824050473687345,16.211834639286682,18.79103197998755,20.417092022750474,21.233676611105214,0.0,6.263898023740174,0.0,3.9038101186758274,2.689545735725236,23.818503007086004,72.0832046133251,0.7614058597794937,0.0,0.0,0.3369896712665792,0.0,0.6598286425015374,0.0,0.770573345097425,0.0,0.12086490929088711,3.8258474252046852,0.5179253980256711,0.6620368224880675,0.0,0.7829596658328128,0.9722424772738343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.148800329523226,113
114,124,5/25/20,53.488761649509655,13.214694740551494,46.899024619019634,39.427791538189354,15.966102735730296,54.65580588721109,42.264650214079644,38.14338058232227,19.881845035219268,37.105527152301875,21.042160838625755,27.104762496676646,7.2824050473687345,17.292623615239123,18.79103197998755,20.417092022750474,21.233676611105214,0.0,6.263898023740174,0.0,7.807620237351655,2.689545735725236,23.818503007086004,72.0832046133251,0.3807029298897504,0.880979649370099,1.780975618443783,0.5054845068998617,0.0,0.769800082918465,0.0,0.38528667254870186,0.0,0.8460543650362027,1.912923712602339,0.6905671973675567,0.0,1.0807889759524407,0.0,0.0,0.0,0.0,0.0,0.0,3.9038101186758274,0.0,0.0,0.0,114
115,125,5/26/20,53.96464031187184,13.214694740551494,47.492683158500896,39.76478120945593,16.27314317295588,55.64554885096341,42.877181376602536,38.9139539274197,19.881845035219268,37.709851698756296,21.042160838625755,27.450046095360424,7.944441869856801,17.292623615239123,18.79103197998755,20.417092022750474,21.233676611105214,0.0,6.263898023740174,0.0,7.807620237351655,2.689545735725236,23.818503007086004,77.23200494284832,0.47587866236218446,0.0,0.593658539481261,0.3369896712665792,0.3070404372255844,0.9897429637523203,0.6125311625228917,0.770573345097425,0.0,0.6043245464544214,0.0,0.34528359868377834,0.6620368224880666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.148800329523226,115
116,126,5/27/20,54.44051897423403,14.095674389921593,51.05463439538846,39.76478120945593,16.58018361018146,57.18514901680034,43.48971253912543,39.684527272517116,21.301976823449216,38.676770973083386,21.042160838625755,28.14061329272798,7.944441869856801,19.454201567144015,19.182511812903957,20.417092022750474,24.129177967165013,0.0,9.39584703561026,0.0,7.807620237351655,2.689545735725236,23.818503007086004,77.23200494284832,0.47587866236219156,0.880979649370099,3.561951236887566,0.0,0.30704043722558083,1.53960016583693,0.6125311625228917,0.7705733450974179,1.4201317882299485,0.9669192743270898,0.0,0.6905671973675567,0.0,2.161577951904892,0.3914798329164064,0.0,2.8955013560597997,0.0,3.131949011870086,0.0,0.0,0.0,0.0,0.0,116
117,127,5/28/20,55.29710056648596,16.738613338031893,50.46097585590719,40.438760551989084,17.194264484632626,58.28486342096958,44.10224370164832,40.069813945065825,21.301976823449216,39.03936570095604,21.042160838625755,28.14061329272798,7.944441869856801,18.37341259119157,19.182511812903957,21.389334500024304,26.05951220453822,0.0,9.39584703561026,0.0,7.807620237351655,2.689545735725236,23.818503007086004,77.23200494284832,0.8565815922519278,2.6429389481103005,-0.5936585394812681,0.6739793425331513,0.6140808744511652,1.0997144041692408,0.6125311625228917,0.38528667254870896,0.0,0.36259472787265423,0.0,0.0,0.0,-1.0807889759524443,0.0,0.9722424772738307,1.9303342373732058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117
118,128,5/29/20,56.62956082110007,17.61959298740199,50.46097585590719,41.78671923705538,17.80834535908379,58.28486342096958,44.10224370164832,40.45510061761454,22.722108611679165,40.61060952173755,24.86800826383044,28.831180490095537,8.606478692344869,18.37341259119157,19.182511812903957,21.389334500024304,28.95501356059802,0.0,9.39584703561026,0.0,7.807620237351655,2.689545735725236,23.818503007086004,87.52960560189476,1.3324602546141122,0.8809796493700972,0.0,1.3479586850662955,0.6140808744511652,0.0,0.0,0.38528667254871607,1.4201317882299485,1.5712438207815111,3.8258474252046852,0.6905671973675567,0.6620368224880675,0.0,0.0,0.0,2.8955013560597997,0.0,0.0,0.0,0.0,0.0,0.0,10.297600659046438,118
119,129,5/30/20,57.58131814582445,17.61959298740199,53.429268553313506,42.79768825085511,17.80834535908379,59.274606384721885,44.10224370164832,40.45510061761454,22.722108611679165,41.0940691589011,24.86800826383044,29.694389486804987,8.606478692344869,19.454201567144015,19.182511812903957,21.389334500024304,28.95501356059802,0.0,9.39584703561026,0.0,7.807620237351655,5.379091471450472,23.818503007086004,97.82720626094121,0.951757324724376,0.0,2.968292697406312,1.0109690137997305,0.0,0.9897429637523061,0.0,0.0,0.0,0.48345963716354845,0.0,0.8632089967094494,0.0,1.0807889759524443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689545735725236,0.0,10.297600659046452,119
120,130,5/31/20,58.247548273131514,19.38155228614219,53.429268553313506,43.47166759338826,17.80834535908379,59.49454926555573,44.10224370164832,40.45510061761454,24.14224039990911,41.57752879606464,24.86800826383044,30.039673085488765,9.268515514832934,19.454201567144015,19.965471478736774,22.36157697729814,28.95501356059802,0.0,9.39584703561026,2.9934742261869123,7.807620237351655,5.379091471450472,25.803378257676506,97.82720626094121,0.6662301273070668,1.761959298740198,0.0,0.6739793425331513,0.0,0.21994288083384816,0.0,0.0,1.420131788229945,0.48345963716354134,0.0,0.34528359868377834,0.6620368224880657,0.0,0.7829596658328164,0.9722424772738343,0.0,0.0,0.0,2.9934742261869123,0.0,0.0,1.9848752505905018,0.0,120
121,131,6/1/20,58.62825120302125,20.26253193551229,54.61658563227603,43.97715210028813,18.72946667076054,59.93443502722343,44.71477486417122,40.84038729016325,24.14224039990911,42.18185334251906,24.86800826383044,30.212314884830658,9.268515514832934,19.454201567144015,19.965471478736774,22.36157697729814,28.95501356059802,0.0,9.39584703561026,2.9934742261869123,7.807620237351655,5.379091471450472,23.818503007086004,97.82720626094121,0.3807029298897362,0.8809796493701008,1.187317078962522,0.5054845068998688,0.9211213116767496,0.43988576166769633,0.6125311625228989,0.38528667254870896,0.0,0.6043245464544214,0.0,0.17264179934189272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9848752505905018,0.0,121
122,132,6/2/20,59.38965706280075,21.14351158488239,55.21024417175728,44.3141417715547,18.72946667076054,60.7042351101419,44.71477486417122,41.22567396271195,24.14224039990911,43.26963752613704,24.86800826383044,30.73024028285632,9.930552337321002,19.454201567144015,19.965471478736774,23.33381945457197,28.95501356059802,0.0,9.39584703561026,2.9934742261869123,11.711430356027483,8.068637207175708,23.818503007086004,97.82720626094121,0.7614058597795008,0.8809796493701008,0.5936585394812539,0.3369896712665721,0.0,0.7698000829184721,0.0,0.38528667254870186,0.0,1.087784183617977,0.0,0.517925398025664,0.6620368224880675,0.0,0.0,0.9722424772738307,0.0,0.0,0.0,0.0,3.9038101186758283,2.689545735725236,0.0,0.0,122
